L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,3.6e-05,-0.557,-3.361,9.688,3.759,5.82,-0.17,0.0165
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.5e-05,4e-05,-0.557,-2.665,6.711,1.796,3.866,-1.671,0.0174
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,3.2e-05,-0.583,-4.887,12.49,5.807,8.105,1.151,0.0165
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,2.4e-05,-0.559,-9.164,19.0,8.943,11.27,2.032,0.0147
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,2.8e-05,-0.576,-8.335,16.18,8.253,10.52,1.989,0.0156
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,3.6e-05,-0.587,-3.395,9.083,3.563,5.842,0.013,0.0174
1.75e-10,1.2e-10,7.13e-10,3e-11,2.63e-10,2.8e-05,4e-05,-0.59,-2.67,6.166,1.733,4.009,-1.361,0.0184
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,3.2e-05,-0.411,-4.738,13.44,9.603,12.14,2.811,0.0146
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,2.4e-05,-0.424,-5.718,19.83,16.96,18.95,4.295,0.0127
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,2.8e-05,-0.416,-5.357,16.64,13.69,15.88,3.769,0.0137
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,3.6e-05,-0.407,-4.25,10.54,5.636,8.346,1.394,0.0155
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.2e-05,4e-05,-0.405,-3.901,7.961,2.835,5.313,-0.341,0.0164
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,3.2e-05,-0.212,-4.404,11.98,7.907,10.5,1.566,0.0126
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,2.4e-05,-0.213,-4.695,18.18,16.73,18.75,3.545,0.0108
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,2.8e-05,-0.212,-4.734,15.16,12.92,15.25,2.915,0.0117
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,3.6e-05,-0.211,-4.066,9.035,3.781,6.145,-0.486,0.0135
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.6e-05,4e-05,-0.21,-3.794,6.413,1.51,3.454,-2.728,0.0145
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,3.2e-05,-0.299,-4.557,12.96,9.119,11.68,2.357,0.0136
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,2.4e-05,-0.304,-5.097,19.3,17.05,18.94,3.986,0.0118
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,2.8e-05,-0.301,-5.004,16.16,13.6,15.76,3.43,0.0127
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,3.6e-05,-0.297,-4.153,10.02,4.933,7.524,0.687,0.0145
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,1.9e-05,4e-05,-0.296,-3.845,7.406,2.263,4.516,-1.284,0.0154
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,3.2e-05,-0.512,-4.883,13.44,9.621,12.27,3.074,0.0156
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,2.4e-05,-0.527,-6.371,19.69,16.6,18.97,4.501,0.0137
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,2.8e-05,-0.517,-5.671,16.55,13.42,15.88,3.986,0.0146
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,3.6e-05,-0.51,-4.321,10.61,5.913,8.733,1.796,0.0165
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.5e-05,4e-05,-0.509,-3.938,8.096,3.157,5.801,0.23,0.0174
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,3.2e-05,-0.555,-4.887,12.91,9.238,12.23,3.211,0.0165
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,2.4e-05,-0.553,-6.538,18.84,15.88,18.95,4.627,0.0147
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,2.8e-05,-0.553,-5.725,15.87,12.82,15.78,4.106,0.0156
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,3.6e-05,-0.557,-4.309,10.19,5.813,8.848,2.002,0.0175
1.75e-10,1.2e-10,7.13e-10,9e-11,1.75e-10,2.8e-05,4e-05,-0.56,-3.924,7.769,3.178,6.031,0.541,0.0184
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,3.2e-05,-0.384,-3.887,12.69,9.021,11.5,2.767,0.0146
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,2.4e-05,-0.394,-4.535,19.02,16.26,18.26,4.309,0.0127
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,2.8e-05,-0.388,-4.32,15.89,13.05,15.23,3.771,0.0137
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,3.6e-05,-0.381,-3.536,9.741,5.204,7.866,1.32,0.0155
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.2e-05,4e-05,-0.379,-3.28,7.114,2.533,5.005,-0.437,0.0164
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,3.2e-05,-0.213,-3.587,11.05,7.247,9.859,1.439,0.0126
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,2.4e-05,-0.214,-3.776,17.09,15.95,18.07,3.538,0.0108
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,2.8e-05,-0.213,-3.804,14.2,12.19,14.59,2.879,0.0117
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,3.6e-05,-0.212,-3.36,8.091,3.295,5.686,-0.701,0.0136
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.6e-05,4e-05,-0.212,-3.173,5.433,1.196,3.147,-3.037,0.0145
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,3.2e-05,-0.29,-3.716,12.07,8.47,11.05,2.289,0.0136
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,2.4e-05,-0.293,-4.058,18.28,16.3,18.25,3.992,0.0118
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,2.8e-05,-0.292,-4.015,15.26,12.89,15.12,3.42,0.0127
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,3.6e-05,-0.288,-3.438,9.1,4.451,7.054,0.565,0.0145
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,1.9e-05,4e-05,-0.287,-3.221,6.448,1.923,4.2,-1.464,0.0155
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,3.2e-05,-0.474,-4.073,12.9,9.082,11.63,3.044,0.0156
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,2.4e-05,-0.49,-5.193,19.18,15.97,18.31,4.518,0.0137
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,2.8e-05,-0.479,-4.679,16.04,12.87,15.24,3.994,0.0146
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,3.6e-05,-0.471,-3.637,10.01,5.549,8.248,1.747,0.0165
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.5e-05,4e-05,-0.469,-3.34,7.44,2.901,5.495,0.179,0.0174
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,3.2e-05,-0.525,-4.179,12.6,8.792,11.6,3.184,0.0166
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,2.4e-05,-0.532,-5.648,18.6,15.37,18.35,4.638,0.0147
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,2.8e-05,-0.527,-4.903,15.6,12.35,15.16,4.113,0.0156
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,3.6e-05,-0.525,-3.69,9.823,5.504,8.365,1.961,0.0175
1.75e-10,1.2e-10,7.13e-10,9e-11,8.75e-11,2.8e-05,4e-05,-0.526,-3.369,7.348,2.981,5.724,0.506,0.0184
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,3.2e-05,-0.448,-5.72,13.93,9.71,12.26,2.631,0.0146
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,2.4e-05,-0.463,-7.22,20.35,17.4,19.45,4.208,0.0127
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,2.8e-05,-0.453,-6.599,17.1,14.03,16.27,3.651,0.0136
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,3.6e-05,-0.445,-5.055,11.06,5.608,8.272,1.15,0.0155
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.2e-05,4e-05,-0.443,-4.591,8.53,2.856,5.197,-0.616,0.0164
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.6e-05,3.2e-05,-0.212,-5.402,12.76,8.139,10.75,1.505,0.0126
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.6e-05,2.4e-05,-0.214,-5.963,19.13,17.4,19.43,3.53,0.0108
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.6e-05,2.8e-05,-0.213,-5.934,15.97,13.38,15.71,2.873,0.0117
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.6e-05,3.6e-05,-0.211,-4.898,9.837,3.935,6.302,-0.513,0.0135
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.6e-05,4e-05,-0.21,-4.508,7.246,1.671,3.579,-2.685,0.0145
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.9e-05,3.2e-05,-0.314,-5.565,13.64,9.206,11.85,2.213,0.0136
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.9e-05,2.4e-05,-0.322,-6.509,20.09,17.61,19.6,3.926,0.0117
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.9e-05,2.8e-05,-0.317,-6.253,16.85,13.96,16.22,3.341,0.0127
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.9e-05,3.6e-05,-0.312,-4.982,10.73,4.941,7.533,0.507,0.0145
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,1.9e-05,4e-05,-0.31,-4.554,8.16,2.337,4.508,-1.448,0.0154
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.5e-05,3.2e-05,-0.556,-5.768,13.67,9.731,12.37,2.904,0.0155
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.5e-05,2.4e-05,-0.562,-7.657,19.9,16.92,19.25,4.416,0.0137
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.5e-05,2.8e-05,-0.557,-6.761,16.74,13.72,16.15,3.872,0.0146
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.5e-05,3.6e-05,-0.556,-5.063,10.88,5.909,8.671,1.568,0.0165
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.5e-05,4e-05,-0.556,-4.586,8.413,3.138,5.684,-0.038,0.0174
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.8e-05,3.2e-05,-0.579,-5.66,12.91,9.288,12.34,3.073,0.0165
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.8e-05,2.4e-05,-0.567,-7.471,18.83,16.07,19.1,4.555,0.0147
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.8e-05,2.8e-05,-0.573,-6.618,15.85,13.02,16.02,4.016,0.0156
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.8e-05,3.6e-05,-0.584,-4.984,10.22,5.752,8.844,1.818,0.0174
1.75e-10,1.2e-10,7.13e-10,9e-11,2.63e-10,2.8e-05,4e-05,-0.588,-4.527,7.835,3.115,5.974,0.327,0.0184
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,3.2e-05,-0.701,-32.36,15.21,11.37,14.09,3.493,0.0146
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,2.4e-05,-0.726,-4.837,18.84,9.633,11.66,2.506,0.0127
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,2.8e-05,-0.713,-10.93,17.54,11.58,14.01,3.439,0.0137
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,3.6e-05,-0.694,-14.36,12.5,9.135,12.31,2.969,0.0155
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.2e-05,4e-05,-0.689,-9.647,9.843,5.4,9.002,1.83,0.0164
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,3.2e-05,-0.457,-26.08,13.81,10.21,13.04,2.54,0.0126
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,2.4e-05,-0.457,-4.259,17.26,8.947,10.97,1.578,0.0108
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,2.8e-05,-0.459,-10.69,16.25,10.7,13.1,2.487,0.0117
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,3.6e-05,-0.455,-13.49,10.96,6.872,10.45,1.765,0.0135
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.6e-05,4e-05,-0.454,-9.292,8.211,3.202,6.395,-0.045,0.0145
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,3.2e-05,-0.558,-29.09,14.76,11.04,13.73,3.101,0.0136
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,2.4e-05,-0.564,-4.551,18.38,9.423,11.38,2.124,0.0118
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,2.8e-05,-0.564,-10.94,17.18,11.34,13.67,3.047,0.0127
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,3.6e-05,-0.554,-13.84,11.96,8.36,11.72,2.512,0.0145
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,1.9e-05,4e-05,-0.552,-9.441,9.243,4.475,7.921,1.094,0.0154
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,3.2e-05,-0.883,-29.26,15.17,11.31,14.23,3.745,0.0156
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,2.4e-05,-0.935,-4.922,18.55,9.563,11.85,2.757,0.0137
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,2.8e-05,-0.902,-10.46,17.33,11.47,14.18,3.693,0.0146
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,3.6e-05,-0.873,-15.08,12.6,9.349,12.55,3.252,0.0165
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.5e-05,4e-05,-0.867,-9.909,10.03,5.939,9.616,2.274,0.0174
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,3.2e-05,-1.078,-24.49,14.64,10.86,14.22,3.888,0.0165
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,2.4e-05,-1.136,-4.668,17.54,9.145,11.94,2.917,0.0147
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,2.8e-05,-1.096,-9.639,16.55,10.97,14.19,3.835,0.0156
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,3.6e-05,-1.071,-15.93,12.23,9.138,12.6,3.416,0.0175
5.25e-10,8e-11,4.75e-10,6e-11,1.75e-10,2.8e-05,4e-05,-1.068,-10.18,9.763,6.035,9.891,2.524,0.0184
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,3.2e-05,-0.699,-18.35,14.93,11.46,13.95,3.632,0.0146
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,2.4e-05,-0.711,-3.946,18.01,9.528,11.55,2.667,0.0127
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,2.8e-05,-0.708,-9.258,17.13,11.61,13.93,3.606,0.0137
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,3.6e-05,-0.693,-12.25,12.15,9.185,12.14,3.083,0.0155
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.2e-05,4e-05,-0.689,-8.382,9.364,5.427,8.943,1.956,0.0164
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,3.2e-05,-0.476,-16.16,13.39,10.28,13.15,2.741,0.0126
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,2.4e-05,-0.474,-3.374,16.03,8.746,10.88,1.727,0.0108
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,2.8e-05,-0.477,-8.443,15.6,10.71,13.14,2.682,0.0117
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,3.6e-05,-0.475,-11.52,10.5,6.909,10.56,1.95,0.0136
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.6e-05,4e-05,-0.474,-8.078,7.633,3.097,6.441,0.097,0.0145
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,3.2e-05,-0.572,-17.11,14.37,11.14,13.7,3.266,0.0136
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,2.4e-05,-0.571,-3.624,17.28,9.251,11.27,2.277,0.0118
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,2.8e-05,-0.575,-8.865,16.6,11.34,13.64,3.224,0.0127
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,3.6e-05,-0.569,-11.82,11.51,8.405,11.68,2.661,0.0145
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,1.9e-05,4e-05,-0.566,-8.205,8.673,4.437,7.951,1.244,0.0155
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,3.2e-05,-0.858,-19.54,15.07,11.41,14.05,3.874,0.0156
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,2.4e-05,-0.898,-4.232,18.07,9.547,11.78,2.922,0.0137
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,2.8e-05,-0.876,-9.375,17.13,11.55,14.09,3.854,0.0146
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,3.6e-05,-0.848,-12.85,12.42,9.4,12.29,3.345,0.0165
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.5e-05,4e-05,-0.841,-8.618,9.72,6.011,9.455,2.371,0.0174
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,3.2e-05,-1.034,-19.58,14.73,11.01,14.04,4.01,0.0166
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,2.4e-05,-1.095,-4.239,17.33,9.224,11.93,3.079,0.0147
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,2.8e-05,-1.057,-8.979,16.54,11.13,14.12,3.991,0.0156
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,3.6e-05,-1.023,-13.56,12.25,9.233,12.31,3.496,0.0175
5.25e-10,8e-11,4.75e-10,6e-11,8.75e-11,2.8e-05,4e-05,-1.017,-8.887,9.671,6.142,9.658,2.598,0.0184
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,3.2e-05,-0.715,-22.23,15.21,10.82,13.59,3.139,0.0146
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,2.4e-05,-0.751,-5.556,19.25,9.144,11.17,2.091,0.0127
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,2.8e-05,-0.729,-11.11,17.6,10.88,13.3,2.984,0.0136
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,3.6e-05,-0.708,-16.22,12.61,8.522,11.88,2.627,0.0155
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.2e-05,4e-05,-0.704,-11.14,10.09,4.879,8.399,1.37,0.0164
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,3.2e-05,-0.44,-25.97,14.05,9.819,12.65,2.283,0.0126
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,2.4e-05,-0.443,-5.244,18.2,8.822,10.77,1.333,0.0108
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,2.8e-05,-0.443,-11.9,16.63,10.38,12.66,2.191,0.0117
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,3.6e-05,-0.437,-15.31,11.29,6.425,10.03,1.471,0.0135
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.6e-05,4e-05,-0.436,-10.73,8.682,3.037,6.121,-0.332,0.0145
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,3.2e-05,-0.55,-24.01,14.92,10.57,13.32,2.793,0.0136
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,2.4e-05,-0.565,-5.472,19.11,9.093,11.08,1.777,0.0117
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,2.8e-05,-0.558,-11.66,17.44,10.78,13.15,2.661,0.0127
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,3.6e-05,-0.546,-15.67,12.23,7.722,11.28,2.186,0.0145
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,1.9e-05,4e-05,-0.543,-10.9,9.655,4.078,7.46,0.692,0.0154
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,3.2e-05,-0.925,-20.79,14.96,10.69,13.61,3.388,0.0155
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,2.4e-05,-0.979,-5.343,18.64,8.953,11.16,2.328,0.0137
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,2.8e-05,-0.942,-10.32,17.16,10.66,13.27,3.223,0.0146
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,3.6e-05,-0.917,-17.02,12.48,8.856,12.12,2.936,0.0165
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.5e-05,4e-05,-0.913,-11.42,10.04,5.415,9.038,1.857,0.0174
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,3.2e-05,-1.138,-19.84,14.24,10.2,13.54,3.556,0.0165
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,2.4e-05,-1.177,-4.917,17.44,8.425,11.12,2.492,0.0147
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,2.8e-05,-1.146,-9.54,16.22,10.07,13.19,3.383,0.0156
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,3.6e-05,-1.136,-17.99,11.89,8.642,12.19,3.146,0.0174
5.25e-10,8e-11,4.75e-10,6e-11,2.63e-10,2.8e-05,4e-05,-1.136,-11.67,9.534,5.511,9.424,2.19,0.0184
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,3.2e-05,-0.703,-6.956,14.1,6.014,8.252,1.289,0.0146
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,2.4e-05,-0.729,-1.954,15.71,3.769,5.247,-0.863,0.0127
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,2.8e-05,-0.719,-4.155,15.53,5.197,7.095,0.63,0.0137
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,3.6e-05,-0.693,-7.287,11.69,5.837,8.228,1.214,0.0155
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.2e-05,4e-05,-0.688,-5.82,8.957,3.931,6.969,0.602,0.0164
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,3.2e-05,-0.458,-7.506,12.85,5.466,7.53,0.248,0.0126
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,2.4e-05,-0.457,-1.766,14.11,3.417,4.894,-1.842,0.0108
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,2.8e-05,-0.461,-4.292,14.39,4.73,6.525,-0.416,0.0117
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,3.6e-05,-0.456,-7.414,10.21,4.788,7.408,0.225,0.0135
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.6e-05,4e-05,-0.454,-5.743,7.335,2.361,5.202,-1.016,0.0145
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,3.2e-05,-0.56,-7.254,13.72,5.852,7.982,0.858,0.0136
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,2.4e-05,-0.565,-1.866,15.25,3.654,5.101,-1.266,0.0118
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,2.8e-05,-0.567,-4.269,15.26,5.054,6.876,0.197,0.0127
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,3.6e-05,-0.554,-7.338,11.18,5.53,7.945,0.808,0.0145
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,1.9e-05,4e-05,-0.551,-5.767,8.359,3.296,6.295,-0.008,0.0154
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,3.2e-05,-0.882,-6.649,13.99,5.948,8.374,1.562,0.0156
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,2.4e-05,-0.943,-1.964,15.39,3.727,5.35,-0.601,0.0137
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,2.8e-05,-0.908,-3.931,15.2,5.134,7.222,0.911,0.0146
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,3.6e-05,-0.87,-7.297,11.77,5.862,8.351,1.481,0.0165
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.5e-05,4e-05,-0.864,-5.918,9.153,4.287,7.29,0.952,0.0174
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,3.2e-05,-1.073,-6.409,13.41,5.631,8.384,1.714,0.0165
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,2.4e-05,-1.143,-1.859,14.32,3.494,5.399,-0.437,0.0147
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,2.8e-05,-1.097,-3.653,14.33,4.821,7.254,1.069,0.0156
5.25e-10,8e-11,4.75e-10,3e-11,1.75e-10,2.8e-05,3.6e-05,-1.065,-7.415,11.41,5.607,8.366,1.637,0.0175
